circRNA,disease
hsa_circ_0086458,Renal cell carcinoma
hsa_circ_0000247,Breast cancer
hsa_circ_101368,Hepatocellular carcinoma
hsa_circ_0002078,Moyamoya disease
hsa_circ_0001895/hsa_circ_000760,Gastric cancer
hsa_circ_0000615,Hirschsprung disease
circ-ACACA,Non-small cell lung cancer
hsa_circ_0020710,Melanoma
circ_101238,Keloid
hsa_circRNA_102439,Breast cancer
hsa_circ_0002198/hsa_circ_0002198,Ovarian endometriosis
circ-Foxo3,breast cancer
hsa_circ_0000567,Gastric cancer
hsa_circ_0053772,Renal cell carcinoma
hsa_circ_0000284,Gastric cancer
hsa_circ_0004873,Gastric cancer
hsa-circRNA9102-5,Essential hypertension
circPDSS1,Bladder urothelial carcinoma
hsa_circ_0106800,Breast cancer
hsa_circ_0037751,Glioblastoma
circHECTD1,Glioma
hsa_circ_0023302,Breast cancer
hsa_circRNA_406168,Non-obstructive azoospermia
hsa_circ_0010170,Pterygium
hsa_circ_0088422,Osteoporosis
circ-EPB41L5,Glioblastoma
circ_0006404,Glioblastoma
circE2F2,Ovarian cancer
hsa_circ_0002577,Endometrial cancer
hsa_circ_0004379,Glioblastoma
hsa_circ_0001785/hsa_circ_001447,Osteosarcoma
hsa_circ_0000075,Hashimoto's thyroiditis
hsa_circ_0001368,Pituitary adenoma
hsa_circ_0020014,Osteoarthritis
circWDR77,diabetes mellitus correlated vasculopathy
hsa_circ_004662,Papillary thyroid carcinoma
hsa_circ_0057762,Systemic lupus erythematosus
hsa_circ_0103771,Coronary heart disease
hsa_circ_0109320,Non-small cell lung cancer
hsa_circ_0001535,Hepatocellular carcinoma
hsa_circRNA_004121,Hepatic steatosis
hsa_circ_0004674,Oral squamous cell carcinoma
circSCARB1,Renal cell carcinoma
hsa_circ_0006054,Breast cancer
hsa_circ_0000284/circHIPK3,Type 2 diabetes mellitus
has_circ_0139142,Retinoblastoma
CircIL4R,Hepatocellular carcinoma
hsa_circ_100533,Oral squamous cell carcinoma
hsa_circ_0005051,Gastric cancer
hsa_circ_0013958,Lung adenocarcinoma
hsa_circ_0054633,Acute lung injury
circMAN2B2,Lung cancer
hsa_circRNA_402904,Alzheimer's disease
hsa_circ_0004018,Liver fibrosis
hsa_circ_0003645,Hepatocellular carcinoma
circ-PRKCI,Sepsis
hsa_circ_000013,Gastric cancer
hsa_circRNA_084725,Cholesteatoma
hsa_circ_0000396,Rheumatoid arthritis
circRNA_000543,Nasopharyngeal carcinoma
circRNA4882,Lung cancer
hsa_circ_100783,T cell ageing and global immunosenescence
circ_0074027,Glioma
hsa_circ_0007503,Triple negative breast cancer
circ_NOTCH3,Breast Carcinoma
hsa_circ_0008675,Systemic lupus erythematosus
circ_0008450,Liver cancer
circ-ZEB1.33,Hepatocellular carcinoma
hsa_circ_000425,Colorectal cancer
hsa_circ_001379,papillary thyroid carcinoma
hsa_circ_0127859,Gastric cancer
hsa_circRNA_002131,Lung cancer
circ_0001742,Glioblastoma
CircITCH,Doxorubicin-Induced cardiotoxicity 
hsa_circ_0062222,Nonfunctioning pituitary adenomas
hsa_circRNA_089761,Thyroid cancer
hsa_circ_0001742,Glioma
circ_ITCH,Papillary thyroid carcinoma
circ-AFF2,Rheumatoid arthritis
ciRS-7,Gastric cancer
hsa_circ_0004383/cZNF292,Ischaemic heart disease
circ-ATAD1,Gastric cancer
chr15:95864225-95894541,Intestinal injury and repair
hsa_circ_0005379,Oral squamous cell carcinoma
circHIPK3,retinal vascular dysfunction
circRNA_0000638,Inflammation
circ_ARHGAP5,Colon cancer
hsa_circ_0000388,Cervical cancer
hsa_circ_0034537,Gastric cancer
hsa_circ_0000284,Insulin resistance
hsa_circ_0020068,Uterine leiomyoma
hsa_circ_0008345,Glioblastoma
hsa_circRNA_003524,Rheumatoid arthritis
hsa_circ_0004491,Oral squamous cell carcinoma
CircAGAP1,Clear cell renal cell carcinoma
hsa_circ_0000043,Polycystic ovary syndrome
hsa_circ_0005757,Proliferative vitreoretinopathy
hsa_circ_103076,Pancreatic cancer
circRUNX1,Papillary thyroid carcinoma
hsa_circ_0069131,Gastric cancer
hsa_circ_0008035,Bladder cancer
hsa_circ_0000073,Osteosarcoma
hsa_circ_0006571,Uterine leiomyoma
hsa_circRNA_101836,Schizophrenia
hsa_circ_14076,Glioblastoma
hsa_circ_0006459,Dengue fever
circ-NOTCH1,Nasopharyngeal carcinoma
hsa_circ_0001568,Pancreatic cancer
hsa_circ_0000284/circHIPK3,Glioblastoma
circR-284,carotid plaque rupture and stroke
has-circRNA_0046367,Hepatic steatosis
circ-PKD2,Oral squamous cell carcinoma
hsa_circ_0002617,Hypopharyngeal carcinoma
hsa_circ_0034398,Systemic lupus erythematosus
circ_0006948,Esophageal carcinoma
hsa_circ_100086,osteoarthritis
hsa_circRNA_043621,Oral squamous cell carcinoma
hsa_circ_005239,Non-small cell lung cancer
hsa_circ_100284,Carcinogenesis
circPRKG1,Prostate cancer
circRNA-0001283,Breast cancer
hsa_circRNA_10008,Hepatocellular carcinoma
circ-ARL3,Hepatitis B
hsa_circ_0004712,Ovarian endometriosis
hsa_circ_0079530,Non-small cell lung cancer
hsa_circ_00523,Glioblastoma
hsa_circ_0085495,Colon cancer
hsa_circ_101645,intervertebral disc degeneration
circ-BANP,colorectal cancer
hsa_circ_0089810,Primary great saphenous vein varicosities
CDR1as,Pancreatic cancer
hsa_circ_0003489,Multiple myeloma
circRNA ZNF609,Non-small cell lung cancer
hsa_circ_0002711,Ovarian cancer
Circ-EEF2,Epithelial ovarian cancer
hsa_circSDHC,Renal cell carcinoma
hsa_circ_0026344,Colorectal cancer
circCTDP1,Bladder carcinoma
hsa_circ_0101802,Colorectal cancer
hsa_circ_0061140,Endometriosis
circGFRA1,Breast cancer
circ_LARP4,Ovarian cancer
hsa_circ_0008285,Bladder cancer
hsa_circ_0034803,Gastric cancer
hsa_circ_0001481,Breast cancer
hsa_circ_0001313/circCCDC66/hsa_circ_000374,Non-small cell lung cancer
hsa_circ_0007203,Esophageal squamous cell carcinoma
circHIPK3,Pancreatic cancer
hsa_circ_102682,pre-eclampsia
hsa_circ_0009035,Type 2 diabetes mellitus
hsa_circ_0000554,Esophageal cancer
hsa_circ_0029589,Atherosclerosis
hsa_circ_0000284,Oral squamous cell carcinoma
hsa_circ_0004771,Colorectal cancer
hsa_circ_0008365,Gastric cancer
hsa_circ_0007444,Ovarian cancer
has_circ-0014359,Glioma
circRGPD6,Breast cancer
hsa_circ_0000367,Rheumatoid arthritis
hsa_circ_000911,Osteosarcoma
hsa_circ_061346,Papillary thyroid carcinoma
hsa_circ_0007364,Cervical cancer
hsa_circ_0058830,Gastric cancer
hsa_circ_0001756,Ovarian cancer
hsa_circ_0062982,Chronic myeloid leukemia
hsa_circ_002131,Lung squamous cell carcinoma
hsa_circ_0013912,Pancreatic ductal adenocarcinoma
hsa_circ_0019421,Glioblastoma
hsa_circ_0005912/hsa_circRNA_103643,Bladder cancer
hsa_circRNANTNG1,PDLSC osteogenis
hsa_circ_0001946,Laryngeal cancer
hsa_circRNA_407176,Systemic lupus erythematosus
hsa_circ_0004870,Prostate cancer
circ_0072088,Esophageal cancer
circPLK1,Breast cancer
hsa_circ_0000284/circHIPK3,Renal cell carcinoma
hsa_circ_0053743,Facet joint osteoarthritis
hsa_circ_0029407,Acute pancreatitis
hsa_circ_0009043,Ovarian cancer
hsa_circ_0123778,Cancer
hsa_circ_0000039,Gastric cancer
hsa_circ_0001610,Endometrial carcinoma
circ_0008274,Hepatocellular carcinoma
hsa_circ_001283,Breast cancer
hsa_circ_0048677,Hepatocellular carcinoma
hsa_circ_0008945,Breast cancer
hsa_circ_0050581,Non-small cell lung cancer
Circ_0081146,Gastric cancer
hsa_circ_0084927,Small cell lung cancer
circ_0067934,Hepatocellular carcinoma
hsa_circ_0001946,Colorectal cancer
circRNA_MYLK,bladder cancer
circKIF4A,Breast cancer
hsa_circRNA_102459,Oral squamous cell carcinoma
hsa_circ_0001955,Hepatocellular carcinoma
17_50189167_50194626_-,Hypertrophic scar
hsa_circ_0075001,Acute myeloid leukemia
hsa_circ_0058246,Gastric cancer
hsa_circ_0011058,Papillary thyroid carcinoma
hsa_circ_0018955,Age-related cataract
hsa_circ_0029067,Facet joint osteoarthritis
hsa_circ_101319,Idiopathic membranous nephropathy
hsa_circ_0005320,Triple negative breast cancer
circ_0079593,Melanoma
circCCDC66,colon cancer
hsa_circ_0102231,Non-small cell lung cancer
hsa_circ_0112085,Heart failure
hsa_circ_0137814,Chronic hepatitis B
hsa_circRNA_100533,Oral squamous cell carcinoma
hsa_circ_0084927,Acne
circHLA-C,Lupus nephritis
hsa_circ_0002402,Osteosarcoma
hsa_circ_0004771,Osteosarcoma
hsa_circRNA_102747,Cholesteatoma
hsa_circ_0002190,Colorectal cancer
hsa_circ_0079876,Breast cancer
CDR1as,Osteosarcoma
circ-IQGAP1,Osteoarthritis
hsa_circ_0000567,Ovarian cancer
hsa_circ_101396,Leukoaraiosis
hsa_circ_0000284,Ovarian cancer
hsa_circ_0049730,Nonfunctioning pituitary adenomas
hsa_circ_0058766,gastric cancer
hsa_circ_10072088,Gastric cancer
Circ_0003998,Non-small cell lung cancer
hsa_circ_0000885,Osteosarcoma
hsa_circ_0061868,Glioma
hsa_circ_0105015,Essential hypertension
hsa_circ_0141539,Cervical cancer
circTP63,Hepatocellular carcinoma
hsa_circ_0043813,Multiple sclerosis
hsa_circ_0007874,Gastric cancer
hsa_circ_0000069,Colorectal cancer
hsa_circ_0011107,Gastric cancer
hsa_circ_0043278,Pancreatic cancer
hsa_circ_0083444,Conjunctival melanoma
circRNA-000425,Gastric cancer
circ-PRKDC,Colorectal cancer
circ-LAMP1,T-cell lymphoblastic lymphoma
hsa_circ_0000119,Polycystic ovary syndrome
hsa_circ_0005912/hsa_circRNA_103643,Basal cell carcinoma
hsa_circ_0000419,Gastric cancer
circ_0007444,Clear cell renal cell carcinoma
NFATC3,Hepatocellular carcinoma
hsa_circRNA_102736,Osteosarcoma
hsa_circ_0102273,Breast cancer
hsa_circ_0003998,Hepatocellular carcinoma
hsa_circ_0068087,Type2 diabetes mellitus
hsa_circ_400068,Renal cell carcinoma
circEIF4G2,Diabetic nephropathy
hsa_circ_0094742,Osteoarthritis
hsa_circ_100876,non small cell lung cancer
hsa_circ_0100587,Chronic hepatitis B
hsa_circ_0106803,Multiple sclerosis
hsa_circ_0001946,Laryngeal squamous cell carcinoma
circ_0004136,acute myeloid leukemia
CDR1as/ciRS-7/hsa_circ_0001946,Non-small cell lung cancer
hsa_circ_0005622,Parathyroid adenoma
hsa_circ_0000284/circHIPK3,Age-related cataract
hsa_circRNA_102489,Systemic lupus erythematosus
hsa_circ_004121,hepatic steatosis
hsa_circRNA_102678,Osteosarcoma
hsa_circ_0001445,Hepatocellular carcinoma
hsa_circ_103096,Primary hepatic carcinoma
has_circ11783-2,type 2 diabetes mellitus
hsa_circ_0008433,Lupus nephritis
circHIPK3,liver cancer
circRNA_100876,Non-small cell lung cancer
circRNASMO,PDLSC osteogenis
circsSMARCA5,Non-small cell lung cancer
hsa_circ_0049055,Papillary thyroid carcinoma
hsa_circ_0001074,Hepatocellular carcinoma
hsa_circ_103636,major depressive disorder
hsa_circ_0082081,Coronary artery disease
hsa_circ_0000284,Bladder cancer
hsa_circ_0091017,Bladder cancer
circRNA_001275,Esophageal cancer
hsa_circ_0003176,Lung cancer
hsa_circ_0008717,Glioblastoma
hsa_circ_0094190,Pancreatic cancer
hsa_circ_0000869,Oral mucosal melanoma
circ_0074027,Colorectal cancer
ciRS-7,Ovarian cancer
hsa_circ_0000092,Hepatocellular carcinoma
hsa_circRNA_045355,Primary Sjogren's Syndrome
hsa_circ_0028198,Abdominal aortic aneurysm
circ-TRPS1,Prostate cancer
circ_0084927,Cervical cancer
hsa_circ_0023404/circRNA_100876/circ-CER,Non-small cell lung cancer
hsa_circ_0000848,Fetal growth restriction
hsa_circRNA_100790,Thyroid cancer
hsa_circ_0000378/hsa_circ_000007,Primary great saphenous vein varicosities
hsa_circ_0110102,Hepatocellular carcinoma
hsa_circ_0008202,Oral squamous cell carcinoma
hsa_circ_0074026,Breast cancer
circRNA7231,Herpes Simplex Virus1 Infection
hsa_circ_0001666,Papillary thyroid carcinoma
hsa_circ_067209,Moyamoya disease
hsa_circ_0008533,Non-obstructive azoospermia
hsa_circRNA_001264,Primary Sjogren's Syndrome
circAMOTL1L,Prostate cancer
circRNA_10271,Preeclampsia
circRNA7673,Esophageal cancer
hsa_circ_0006240,Glioblastoma
hsa_circ_015115,T2DM with depression
circSOX4,Hepatocellular carcinoma
hsa_circ_0007478,Atherosclerosis
hsa_circ_0062491,Periodontitis
hsa_circRNA_100236,Systemic lupus erythematosus
circ-CFH,Glioma
circ_0102049,Osteosarcoma
hsa_circ_103387,osteoarthritis
hsa_circ_0019456,Hepatocellular carcinoma
circ_0000285,Bladder cancer
hsa_circ_0000471,Ovarian cancer
has_circ_0012129,Glioma
circ_PIP5K1A,Non-small cell lung cancer
hsa_circ_0031288/circPABPN1,Cervical cancer
hsa_circ_0068367,Systemic lupus erythematosus
hsa_circ_02599,Glioblastoma
hsa_circ_0103021,Breast cancer
circRNA3594,Esophageal cancer
hsa_circ_0089974,Esophageal cancer
hsa_circ_002082,hepatic steatosis
hsa_circ_101222,pre-eclampsia
hsa_circ_0043278,Osteosarcoma
hsa_circ_0087862,Non-small cell lung cancer
circ_0060745,Colorectal cancer
hsa_circ_0003159,gastric cancer
circHIPK3,Carotid disease and ischemic stroke
circRNA10271,Preeclampsia
hsa_circRNA_104204,Nasopharyngeal carcinoma
hsa_circ_0039943,Prostate cancer
hsa_circ_0068481,Idiopathic pulmonary arterial hypertension
hsa_circ_103831,Lung squamous cell carcinoma
hsa_circ_0005198,Glioma
circ_0015756,Ovarian cancer
circRNA3341,Esophageal cancer
hsa_circRNA_100363,Gastric cancer
hsa_circ_0017252,Hepatocellular carcinoma
hsa_circ_0001105,Osteosarcoma
hsa_circ_0010235,Non-small cell lung cancer
hsa_circ_0008285,Colorectal cancer
hsa_circ_0008035,Osteosarcoma
hsa_circ_0018534,Non-small cell lung cancer
hsa_circ_0040039,Intervertebral disc degeneration
hsa_circ_0015350,Breast cancer
circ_0032833,Colorectal cancer
circPVT1,Acute lymphoblastic leukemia
hsa_circ_0100129,Cervical cancer
circ_0007059,Oral squamous cell carcinoma
circ-LARP4,Non-small cell lung cancer
ciRS-7,Bladder cancer
hsa_circ_004666,triple negative breast cancer
hsa_circ_0017728,Osteosarcoma
hsa_circ_0090956,Glioma
hsa_circ_0008832,Laryngeal cancer
hsa_circ_0002168,Abdominal aortic aneurysm
hsa_circ_0005075,Colorectal cancer
hsa_circ_00523,Primary Biliary Cholangitis
hsa_circ_0000003,Tongue squamous cell carcinoma
circ_0001178,Colorectal cancer
hsa_circ_0001947/hsa_circ_000510,Rheumatoid arthritis
hsa_circ_0088732,Intervertebral disc degeneration
circPTK2,Hepatocellular carcinoma
circ_ITCH,Esophageal cancer
CircTADA2A ,Colorectal cancer
hsa_circ_0054537,Coronary artery disease
hsa_circ_0000317,Systemic lupus erythematosus
hsa_circ_0062557,Ovarian endometriosis
circMTO1,Glioblastoma
CircVCAN,Osteoarthritis
circMLLT10,Gastric cancer
hsa_circ_0013520,Glioblastoma
hsa_circ_000167,Multiple sclerosis
hsa_circ_0095812,Glioblastoma
hsa_circRNA_100284,Liver cancer
hsa_circ_0038374,Multiple system atrophy
hsa_circ_005086,Glioblastoma
hsa_circ_0067301,Acute pancreatitis
circPRKCI,Lung adenocarcinoma
hsa_circ_0038262,Colon cancer
hsa_circ_103110,papillary thyroid carcinoma
hsa_circ_0091570,Hepatocellular carcinoma
chr3:96041338-96042928,Intestinal injury and repair
hsa_circ_0001681,Papillary thyroid carcinoma
hsa_circ_0067103,Papillary thyroid carcinoma
circRNA9656,Esophageal cancer
hsa_circ_0035381,acute myeloid leukemia
circHIPK3,Clear cell renal cell carcinoma
hsa_circ_0081047,Osteoporosis
hsa_circ_000466,Papillary thyroid microcarcinoma
hsa_circ_0070616,Repeated implantation failure
hsa_circ_0005603,Glioblastoma
hsa_circ_0023117,Hepatoblastoma
hsa_circ_0005836,Active pulmonary tuberculosis
hsa_circ_0044556,Breast cancer
hsa_circ_0000013,Lung adenocarcinoma
CircNOL10,Breast cancer
hsa_circ_0004104,Coronary artery disease
circDENND4C,Colorectal cancer
hsa_circ_0074027,Colorectal cancer
hsa_circ_0000977/hsa_circ_001918,Lung cancer
hsa_circ_0004692,Steroid-induced osteonecrosis of the femoral head
hsa_circ_104816,maternal aging
hsa_circ_0006393,Osteogenesis
circ-FBXW7,Colorectal cancer
hsa_circ_0001946,Glioblastoma
hsa_circ_0051443,Hepatocellular carcinoma
hsa_circ_001729,Papillary thyroid microcarcinoma
CDR1as/ciRS-7/hsa_circ_0001946,Bladder cancer
circHIPK3,Spinal cord injury
hsa_circRNA_104423,Gastric cancer
hsa_circ_102594,rheumatoid arthritis
circ-TIMP2,Intervertebral disc degeneration
hsa_circ_0001868,Periventricular white matter damage
hsa_circ_0085131,Non-small cell lung cancer
hsa_circ_0092314,Pancreatic cancer
hsa_circ_005019,diabetes mellitus
CDR1as/ciRS-7/hsa_circ_0001946,Triple negative breast cancer
hsa_circ_0002194,Inflammatory response
hsa_circ_0000284,Asthma
hsa_circ_0025033,Lung cancer
hsa_circ_29892,Glioblastoma
hsa_circ_0000190,Multiple myeloma
circCRIM1,Lung adenocarcinoma
circ_0067934,Gastric cancer
hsa_circRNA_072697,Non-obstructive azoospermia
hsa_circ_0009035,Cervical cancer
hsa_circ_0001821,Acute myeloid leukemia
hsa_circ_26591,Glioblastoma
hsa_circ_100146,Colorectal cancer
hsa_circ_0072391,Colon cancer
hsa_circ_0028173,Bladder cancer
hsa_circRNA_014213,Papillary thyroid carcinoma
hsa_circ_0000700/hsa_circRNA_001937,Tuberculosis
hsa_circ_0000284,Cardiac hypertrophy
circ_0001658,Osteosarcoma
hsa_circ_0007146,Multiple myeloma
circCTNNA1,Colorectal cancer
circFLNA,Lung cancer
hsa_circ_0001821,Oral squamous cell carcinoma
chr4:103501692-103504114,Glioblastoma
hsa_circ_0070963,Liver fibrosis
circ_ARF3,Osteosarcoma
circMTO1,Renal cell carcinoma
circ_0000502,Osteosarcoma
hsa_circ_0093996,Retinoblastoma
hsa_circ_103744,Glioblastoma
circβ-catenin,Liver cancer
hsa_circ_0007874,Ovarian cancer
hsa_circ_0079891,Papillary thyroid carcinoma
hsa_circ_0000177,Glioma
hsa_circ_100984,esophageal cancer
hsa_circ_0001627,Demyelinating disease
hsa_circ_0007769,Breast cancer
